"","V1","V2","V3","V4","V5","V6"
"3086",2814,3,12,15,29,NA
"3087",2815,6,27,28,NA,NA
"3088",2816,13,18,37,39,44
"3089",2817,4,25,39,48,NA
"3090",2818,7,11,37,NA,NA
"3091",2819,18,19,30,31,34
"3092",42,48,NA,NA,NA,NA
"3093",2820,32,40,NA,NA,NA
"3094",2821,17,47,NA,NA,NA
"3095",2822,3,18,29,31,35
"3096",47,NA,NA,NA,NA,NA
"3097",2823,0,2,46,NA,NA
"3098",2824,3,18,35,NA,NA
"3099",2825,1,27,34,35,36
"3100",42,NA,NA,NA,NA,NA
"3101",2826,4,27,30,42,NA
"3102",2827,13,23,34,41,NA
"3103",2828,19,33,46,NA,NA
"3104",2829,25,39,NA,NA,NA
"3105",2830,12,31,36,48,NA
"3106",2831,4,13,15,NA,NA
"3107",2832,27,28,29,30,45
"3108",2833,29,46,NA,NA,NA
"3109",2834,5,21,22,40,NA
"3110",2835,7,9,NA,NA,NA
"3111",2836,5,6,10,15,30
"3112",2837,1,9,11,39,NA
"3113",2838,3,25,48,NA,NA
"3114",2839,16,32,45,NA,NA
"3115",2840,5,25,29,NA,NA
"3116",2841,15,32,40,NA,NA
"3117",2842,17,29,47,NA,NA
"3118",2843,1,3,31,NA,NA
"3119",2844,5,34,45,NA,NA
"3120",2845,32,41,NA,NA,NA
"3121",2846,5,22,NA,NA,NA
"3122",2847,0,2,29,37,46
"3123",2848,7,11,37,NA,NA
"3124",2849,8,31,35,NA,NA
"3125",2850,2,NA,NA,NA,NA
"3126",2851,4,9,NA,NA,NA
"3127",2852,12,19,31,36,NA
"3128",2853,3,18,35,NA,NA
"3129",2854,3,17,21,23,33
"3130",34,44,NA,NA,NA,NA
"3131",2855,11,17,47,NA,NA
"3132",2856,34,43,NA,NA,NA
"3133",2857,1,31,34,41,NA
"3134",2858,2,10,33,42,48
"3135",2859,32,41,42,47,NA
"3136",2860,12,31,36,48,NA
"3137",2861,1,47,NA,NA,NA
"3138",2862,26,28,44,46,49
"3139",2863,17,29,47,NA,NA
"3140",2864,12,31,36,48,NA
"3141",2865,0,NA,NA,NA,NA
"3142",2866,1,3,39,NA,NA
"3143",2867,0,45,NA,NA,NA
"3144",2868,23,45,NA,NA,NA
"3145",2869,11,21,31,32,38
"3146",40,NA,NA,NA,NA,NA
"3147",2870,10,11,15,20,46
"3148",2871,17,29,47,NA,NA
"3149",2872,19,38,47,48,NA
"3150",2873,2,7,9,18,35
"3151",2874,4,9,NA,NA,NA
"3152",2875,14,40,44,NA,NA
"3153",2876,2,17,36,NA,NA
"3154",2877,4,33,42,44,NA
"3155",2878,0,2,18,34,46
"3156",2879,0,10,12,15,16
"3157",24,44,NA,NA,NA,NA
"3158",2880,6,11,15,45,NA
"3159",2881,23,24,40,41,NA
"3160",2882,14,44,NA,NA,NA
"3161",2883,38,39,NA,NA,NA
"3162",2884,27,28,NA,NA,NA
"3163",2885,18,41,44,NA,NA
"3164",2886,27,28,34,NA,NA
"3165",2887,8,15,19,31,35
"3166",43,47,NA,NA,NA,NA
"3167",2888,42,NA,NA,NA,NA
"3168",2889,33,47,49,NA,NA
"3169",2890,27,28,49,NA,NA
"3170",2891,3,18,35,NA,NA
"3171",2892,45,NA,NA,NA,NA
"3172",2893,6,9,29,44,NA
"3173",2894,4,9,33,NA,NA
"3174",2895,1,25,31,35,NA
"3175",2896,7,15,49,NA,NA
"3176",2897,7,12,24,35,NA
"3177",2898,22,NA,NA,NA,NA
"3178",2899,18,23,35,NA,NA
"3179",2900,7,42,NA,NA,NA
"3180",2901,22,39,40,NA,NA
"3181",2902,3,18,35,NA,NA
"3182",2903,33,42,NA,NA,NA
"3183",2904,1,3,11,16,17
"3184",22,48,NA,NA,NA,NA
"3185",2905,8,13,35,40,NA
"3186",2906,4,5,9,16,31
"3187",37,42,NA,NA,NA,NA
"3188",2907,16,32,45,NA,NA
"3189",2908,1,36,37,NA,NA
"3190",2909,2,8,12,27,28
"3191",2910,1,24,29,45,NA
"3192",2911,0,46,NA,NA,NA
"3193",2912,22,27,29,42,NA
"3194",2913,0,NA,NA,NA,NA
"3195",2914,42,NA,NA,NA,NA
"3196",2915,22,23,29,42,NA
"3197",2916,4,9,40,NA,NA
"3198",2917,42,NA,NA,NA,NA
"3199",2918,20,22,42,NA,NA
"3200",2919,17,29,47,NA,NA
"3201",2920,1,37,NA,NA,NA
"3202",2921,16,17,37,NA,NA
"3203",2922,1,19,46,NA,NA
"3204",2923,5,22,37,NA,NA
"3205",2924,12,15,22,25,31
"3206",36,37,48,NA,NA,NA
"3207",2925,5,22,NA,NA,NA
"3208",2926,3,18,35,NA,NA
"3209",2927,7,11,37,45,NA
"3210",2928,14,15,44,NA,NA
"3211",2929,0,6,15,NA,NA
"3212",2930,16,32,45,NA,NA
"3213",2931,5,9,22,28,31
"3214",2932,19,33,38,42,NA
"3215",2933,3,18,35,NA,NA
"3216",2934,10,18,39,NA,NA
"3217",2935,23,24,33,42,NA
"3218",2936,5,22,NA,NA,NA
"3219",2937,4,9,NA,NA,NA
"3220",2938,18,46,NA,NA,NA
"3221",2939,3,16,18,21,35
"3222",39,NA,NA,NA,NA,NA
"3223",2940,4,9,27,30,43
"3224",2941,45,48,NA,NA,NA
"3225",2942,12,30,31,36,48
"3226",2943,5,6,14,15,22
"3227",31,39,NA,NA,NA,NA
"3228",2944,15,28,NA,NA,NA
"3229",2945,7,11,37,45,NA
"3230",2946,0,31,32,NA,NA
"3231",2947,5,23,32,42,49
"3232",2948,30,33,38,40,42
"3233",2949,3,38,NA,NA,NA
"3234",2950,3,6,7,31,46
"3235",2951,0,2,6,46,NA
"3236",2952,17,29,47,NA,NA
"3237",2953,1,18,NA,NA,NA
"3238",2954,1,3,20,29,NA
"3239",2955,1,4,19,46,NA
"3240",2956,11,24,46,NA,NA
"3241",2957,0,18,30,39,NA
"3242",2958,13,16,32,42,45
"3243",46,NA,NA,NA,NA,NA
"3244",2959,0,2,46,NA,NA
"3245",2960,0,20,49,NA,NA
"3246",2961,16,30,NA,NA,NA
"3247",2962,1,10,27,46,NA
"3248",2963,0,4,5,12,44
"3249",48,NA,NA,NA,NA,NA
"3250",2964,4,30,46,NA,NA
"3251",2965,4,9,44,NA,NA
"3252",2966,16,32,36,45,NA
"3253",2967,2,9,14,44,NA
"3254",2968,5,22,27,NA,NA
"3255",2969,21,24,32,NA,NA
"3256",2970,5,22,NA,NA,NA
"3257",2971,22,33,42,NA,NA
"3258",2972,7,11,37,45,NA
"3259",2973,3,5,18,35,NA
"3260",2974,7,11,37,45,NA
"3261",2975,48,NA,NA,NA,NA
"3262",2976,7,15,23,38,49
"3263",2977,15,23,28,29,NA
"3264",2978,5,15,32,41,NA
"3265",2979,8,14,23,29,37
"3266",44,NA,NA,NA,NA,NA
"3267",2980,12,31,36,48,NA
"3268",2981,27,28,NA,NA,NA
"3269",2982,5,22,28,NA,NA
"3270",2983,16,32,45,NA,NA
"3271",2984,11,28,31,NA,NA
"3272",2985,38,NA,NA,NA,NA
"3273",2986,14,44,NA,NA,NA
"3274",2987,8,10,11,18,26
"3275",30,46,48,NA,NA,NA
"3276",2988,33,42,NA,NA,NA
"3277",2989,5,10,32,NA,NA
"3278",2990,8,32,NA,NA,NA
"3279",2991,27,28,35,NA,NA
"3280",2992,0,16,20,27,NA
"3281",2993,17,34,42,47,NA
"3282",2994,4,13,16,18,25
"3283",26,27,28,NA,NA,NA
"3284",2995,15,18,27,41,NA
"3285",2996,11,31,39,42,NA
"3286",2997,1,19,NA,NA,NA
"3287",2998,3,18,35,NA,NA
"3288",2999,12,31,36,48,NA
"3289",3000,1,28,40,NA,NA
"3290",3001,5,6,18,29,32
"3291",42,43,47,NA,NA,NA
"3292",3002,16,32,45,NA,NA
"3293",3003,5,22,28,NA,NA
"3294",3004,1,4,5,9,17
"3295",27,NA,NA,NA,NA,NA
"3296",3005,26,27,28,NA,NA
"3297",3006,7,15,49,NA,NA
"3298",3007,7,11,27,37,45
"3299",3008,4,27,28,NA,NA
"3300",3009,16,32,45,NA,NA
"3301",3010,27,NA,NA,NA,NA
"3302",3011,12,NA,NA,NA,NA
"3303",3012,9,17,18,23,44
"3304",3013,5,12,22,33,42
"3305",3014,7,15,49,NA,NA
"3306",3015,3,18,35,NA,NA
"3307",3016,7,11,37,45,NA
"3308",3017,0,13,23,41,NA
"3309",3018,0,1,19,NA,NA
"3310",3019,3,18,35,NA,NA
"3311",3020,22,37,NA,NA,NA
"3312",3021,16,32,NA,NA,NA
"3313",3022,0,2,18,46,NA
"3314",3023,7,11,25,37,NA
"3315",3024,1,3,19,NA,NA
"3316",3025,17,29,47,NA,NA
"3317",3026,23,24,40,41,43
"3318",3027,24,29,32,NA,NA
"3319",3028,2,3,7,21,34
"3320",3029,0,2,46,NA,NA
"3321",3030,14,34,44,NA,NA
"3322",3031,17,29,47,NA,NA
"3323",3032,7,10,21,37,39
"3324",41,47,NA,NA,NA,NA
"3325",3033,10,19,33,36,42
"3326",47,NA,NA,NA,NA,NA
"3327",3034,5,22,38,NA,NA
"3328",3035,12,31,36,48,NA
"3329",3036,33,36,42,NA,NA
"3330",3037,1,5,8,22,49
"3331",3038,10,11,12,NA,NA
"3332",3039,13,21,25,NA,NA
"3333",3040,7,15,20,49,NA
"3334",3041,4,9,NA,NA,NA
"3335",3042,1,3,18,22,30
"3336",35,NA,NA,NA,NA,NA
"3337",3043,17,29,47,NA,NA
"3338",3044,11,NA,NA,NA,NA
"3339",3045,16,32,45,NA,NA
"3340",3046,21,32,45,NA,NA
"3341",3047,8,12,15,18,37
"3342",41,43,NA,NA,NA,NA
"3343",3048,14,44,NA,NA,NA
"3344",3049,1,5,8,30,38
"3345",40,NA,NA,NA,NA,NA
"3346",3050,5,16,22,24,26
"3347",38,NA,NA,NA,NA,NA
"3348",3051,5,22,NA,NA,NA
"3349",3052,27,28,NA,NA,NA
"3350",3053,14,39,44,46,NA
"3351",3054,12,31,36,48,NA
"3352",3055,27,28,NA,NA,NA
"3353",3056,7,19,NA,NA,NA
"3354",3057,2,7,22,37,NA
"3355",3058,13,36,NA,NA,NA
"3356",3059,9,26,NA,NA,NA
"3357",3060,7,15,NA,NA,NA
"3358",3061,33,NA,NA,NA,NA
"3359",3062,8,35,37,NA,NA
"3360",3063,0,2,42,46,NA
"3361",3064,1,14,19,21,NA
"3362",3065,20,25,37,NA,NA
"3363",3066,5,13,22,NA,NA
"3364",3067,13,22,42,NA,NA
"3365",3068,8,12,16,21,27
"3366",3069,5,22,29,NA,NA
"3367",3070,14,16,22,32,34
"3368",3071,1,5,20,21,27
"3369",28,NA,NA,NA,NA,NA
"3370",3072,16,32,45,NA,NA
"3371",3073,25,32,47,NA,NA
"3372",3074,0,22,42,NA,NA
"3373",3075,12,46,NA,NA,NA
"3374",3076,14,44,NA,NA,NA
"3375",3077,16,32,45,NA,NA
"3376",3078,7,34,35,41,NA
"3377",3079,13,25,38,NA,NA
"3378",3080,4,40,NA,NA,NA
"3379",3081,16,32,45,NA,NA
"3380",3082,0,2,46,NA,NA
"3381",3083,39,40,42,43,NA
"3382",3084,5,22,NA,NA,NA
"3383",3085,15,34,NA,NA,NA
"3384",3086,23,24,40,41,43
"3385",3087,33,42,NA,NA,NA
"3386",3088,3,15,42,NA,NA
"3387",3089,27,28,NA,NA,NA
"3388",3090,16,32,45,NA,NA
"3389",3091,31,33,42,NA,NA
"3390",3092,3,18,35,NA,NA
"3391",3093,22,NA,NA,NA,NA
"3392",3094,1,19,NA,NA,NA
"3393",3095,12,31,36,48,NA
"3394",3096,1,NA,NA,NA,NA
"3395",3097,7,8,15,NA,NA
"3396",3098,14,31,42,47,NA
"3397",3099,10,17,23,25,28
"3398",34,46,48,NA,NA,NA
"3399",3100,8,16,43,NA,NA
"3400",3101,33,48,NA,NA,NA
"3401",3102,1,19,34,NA,NA
"3402",3103,4,6,9,NA,NA
"3403",3104,4,9,14,25,NA
"3404",3105,7,11,37,45,NA
"3405",3106,33,42,NA,NA,NA
"3406",3107,12,31,36,48,NA
"3407",3108,27,28,NA,NA,NA
"3408",3109,14,26,35,NA,NA
"3409",3110,6,10,18,27,28
"3410",34,49,NA,NA,NA,NA
"3411",3111,22,25,39,41,NA
"3412",3112,23,24,40,41,43
"3413",3113,16,21,27,28,NA
"3414",3114,6,22,29,35,46
"3415",48,NA,NA,NA,NA,NA
"3416",3115,4,21,34,39,NA
"3417",3116,7,22,40,NA,NA
"3418",3117,7,11,16,20,24
"3419",25,38,43,NA,NA,NA
"3420",3118,8,26,28,36,37
"3421",48,NA,NA,NA,NA,NA
"3422",3119,8,16,49,NA,NA
"3423",3120,28,31,34,40,NA
"3424",3121,22,37,42,NA,NA
"3425",3122,7,15,NA,NA,NA
"3426",3123,2,4,18,34,40
"3427",3124,31,43,NA,NA,NA
"3428",3125,7,10,32,NA,NA
"3429",3126,22,39,NA,NA,NA
"3430",3127,12,14,19,24,40
"3431",41,NA,NA,NA,NA,NA
"3432",3128,29,46,NA,NA,NA
"3433",3129,21,29,37,47,NA
"3434",3130,7,15,49,NA,NA
"3435",3131,16,32,45,NA,NA
"3436",3132,4,6,24,47,NA
"3437",3133,12,NA,NA,NA,NA
"3438",3134,16,21,28,32,45
"3439",3135,27,28,39,NA,NA
"3440",3136,0,2,15,46,NA
"3441",3137,17,29,47,NA,NA
"3442",3138,7,11,37,45,NA
"3443",3139,13,15,32,49,NA
"3444",3140,1,9,14,44,NA
"3445",3141,17,23,29,47,NA
"3446",3142,20,25,28,NA,NA
"3447",3143,26,35,NA,NA,NA
"3448",3144,0,4,30,NA,NA
"3449",3145,0,NA,NA,NA,NA
"3450",3146,3,9,29,NA,NA
"3451",3147,8,13,29,42,NA
"3452",3148,3,18,35,NA,NA
"3453",3149,33,42,48,49,NA
"3454",3150,4,9,NA,NA,NA
"3455",3151,10,26,34,NA,NA
"3456",3152,4,14,43,NA,NA
"3457",3153,7,11,37,45,NA
"3458",3154,31,43,NA,NA,NA
"3459",3155,14,44,NA,NA,NA
"3460",3156,23,36,NA,NA,NA
"3461",3157,5,7,9,11,20
"3462",27,37,45,NA,NA,NA
"3463",3158,20,36,NA,NA,NA
"3464",3159,1,4,7,16,19
"3465",36,NA,NA,NA,NA,NA
"3466",3160,7,15,49,NA,NA
"3467",3161,2,17,32,37,NA
"3468",3162,0,4,9,13,38
"3469",47,NA,NA,NA,NA,NA
"3470",3163,28,NA,NA,NA,NA
"3471",3164,14,27,28,NA,NA
"3472",3165,1,NA,NA,NA,NA
"3473",3166,13,NA,NA,NA,NA
"3474",3167,44,NA,NA,NA,NA
"3475",3168,1,4,41,48,NA
"3476",3169,34,42,43,45,46
"3477",3170,5,22,27,28,NA
"3478",3171,7,11,37,45,NA
"3479",3172,15,19,21,33,36
"3480",42,45,NA,NA,NA,NA
"3481",3173,14,20,30,37,41
"3482",44,NA,NA,NA,NA,NA
"3483",3174,4,9,NA,NA,NA
"3484",3175,22,NA,NA,NA,NA
"3485",3176,2,6,16,33,NA
"3486",3177,7,15,45,49,NA
"3487",3178,3,18,35,NA,NA
"3488",3179,2,5,21,NA,NA
"3489",3180,7,15,49,NA,NA
"3490",3181,18,23,31,36,45
"3491",3182,17,30,44,48,NA
"3492",3183,0,28,29,NA,NA
"3493",3184,15,38,39,NA,NA
"3494",3185,23,24,40,41,NA
"3495",3186,14,29,36,45,49
"3496",3187,11,16,36,42,NA
"3497",3188,2,4,10,18,NA
"3498",3189,7,11,37,45,NA
"3499",3190,23,24,40,41,43
"3500",3191,1,19,NA,NA,NA
"3501",3192,8,23,42,NA,NA
"3502",3193,0,8,13,15,21
"3503",26,27,NA,NA,NA,NA
"3504",3194,3,18,35,NA,NA
"3505",3195,16,32,45,NA,NA
"3506",3196,11,NA,NA,NA,NA
"3507",3197,5,6,8,20,38
"3508",3198,8,16,NA,NA,NA
"3509",3199,45,46,NA,NA,NA
"3510",3200,8,18,31,44,NA
"3511",3201,6,7,37,41,NA
"3512",3202,10,25,27,36,41
"3513",3203,7,11,37,45,NA
"3514",3204,23,24,40,41,43
"3515",3205,16,32,45,NA,NA
"3516",3206,0,6,12,NA,NA
"3517",3207,25,NA,NA,NA,NA
"3518",3208,23,24,40,41,43
"3519",3209,23,32,33,42,48
"3520",3210,0,5,12,33,44
"3521",3211,0,2,46,NA,NA
"3522",3212,7,15,40,49,NA
"3523",3213,31,39,NA,NA,NA
"3524",3214,0,12,15,19,29
"3525",31,45,NA,NA,NA,NA
"3526",3215,14,19,38,44,NA
"3527",3216,1,18,19,NA,NA
"3528",3217,4,9,29,32,NA
"3529",3218,16,17,32,45,NA
"3530",3219,9,14,25,31,35
"3531",36,44,NA,NA,NA,NA
"3532",3220,2,49,NA,NA,NA
"3533",3221,22,27,NA,NA,NA
"3534",3222,4,11,NA,NA,NA
"3535",3223,5,22,24,34,39
"3536",47,NA,NA,NA,NA,NA
"3537",3224,2,16,32,NA,NA
"3538",3225,14,21,44,NA,NA
"3539",3226,27,28,31,NA,NA
"3540",3227,4,13,NA,NA,NA
"3541",3228,22,33,34,47,NA
"3542",3229,17,36,44,NA,NA
"3543",3230,4,48,NA,NA,NA
"3544",3231,16,22,24,43,NA
"3545",3232,1,19,NA,NA,NA
"3546",3233,5,16,32,NA,NA
"3547",3234,4,12,13,14,22
"3548",3235,18,21,22,44,NA
"3549",3236,4,13,17,27,28
"3550",40,43,NA,NA,NA,NA
"3551",3237,4,9,15,NA,NA
"3552",3238,20,31,NA,NA,NA
"3553",3239,0,9,18,27,33
"3554",46,NA,NA,NA,NA,NA
"3555",3240,4,12,28,31,36
"3556",39,43,NA,NA,NA,NA
"3557",3241,32,36,43,NA,NA
"3558",3242,10,27,28,41,NA
"3559",3243,1,19,32,40,NA
"3560",3244,16,32,45,NA,NA
"3561",3245,7,11,37,45,NA
"3562",3246,33,42,NA,NA,NA
"3563",3247,16,32,45,NA,NA
"3564",3248,12,31,36,NA,NA
"3565",3249,4,29,36,43,NA
"3566",3250,4,19,31,NA,NA
"3567",3251,0,2,36,46,NA
"3568",3252,19,31,45,NA,NA
"3569",3253,13,28,33,42,NA
"3570",3254,7,11,37,45,NA
"3571",3255,3,5,30,39,41
"3572",3256,7,15,49,NA,NA
"3573",3257,12,28,36,49,NA
"3574",3258,36,NA,NA,NA,NA
"3575",3259,9,22,34,NA,NA
"3576",3260,11,16,34,48,NA
"3577",3261,5,22,37,NA,NA
"3578",3262,5,22,NA,NA,NA
"3579",3263,3,4,13,18,44
"3580",3264,14,39,42,NA,NA
"3581",3265,14,44,NA,NA,NA
"3582",3266,4,9,22,NA,NA
"3583",3267,27,28,NA,NA,NA
"3584",3268,16,32,NA,NA,NA
"3585",3269,10,23,24,40,41
"3586",43,NA,NA,NA,NA,NA
"3587",3270,10,11,30,NA,NA
"3588",3271,33,42,NA,NA,NA
"3589",3272,5,22,26,44,NA
"3590",3273,12,NA,NA,NA,NA
"3591",3274,10,30,31,39,NA
"3592",3275,14,17,NA,NA,NA
"3593",3276,7,11,12,35,37
"3594",3277,3,18,35,NA,NA
"3595",3278,1,19,20,NA,NA
"3596",3279,14,43,44,NA,NA
"3597",3280,15,21,25,31,42
"3598",3281,10,33,35,42,NA
"3599",3282,4,9,NA,NA,NA
"3600",3283,17,29,47,NA,NA
"3601",3284,15,26,49,NA,NA
"3602",3285,16,21,32,45,NA
"3603",3286,5,21,37,NA,NA
"3604",3287,7,11,37,45,NA
"3605",3288,5,8,13,NA,NA
"3606",3289,2,12,15,42,NA
"3607",3290,5,17,22,34,37
"3608",3291,17,25,29,44,NA
"3609",3292,1,19,35,NA,NA
"3610",3293,13,15,24,NA,NA
"3611",3294,5,10,12,49,NA
"3612",3295,27,28,41,NA,NA
"3613",3296,23,24,40,41,43
"3614",3297,16,22,31,NA,NA
"3615",3298,16,18,28,31,NA
"3616",3299,7,15,49,NA,NA
"3617",3300,14,17,21,30,39
"3618",3301,2,27,28,30,NA
"3619",3302,25,30,NA,NA,NA
"3620",3303,40,46,NA,NA,NA
"3621",3304,4,8,42,48,NA
"3622",3305,11,25,42,NA,NA
"3623",3306,14,19,22,33,46
"3624",3307,0,5,22,NA,NA
"3625",3308,2,4,7,18,20
"3626",21,49,NA,NA,NA,NA
"3627",3309,5,16,32,45,NA
"3628",3310,10,17,41,42,NA
"3629",3311,17,24,27,NA,NA
"3630",3312,16,32,37,39,40
"3631",45,48,NA,NA,NA,NA
"3632",3313,10,NA,NA,NA,NA
"3633",3314,8,21,44,49,NA
"3634",3315,13,26,28,NA,NA
"3635",3316,14,16,39,NA,NA
"3636",3317,2,3,26,28,46
"3637",3318,32,42,NA,NA,NA
"3638",3319,43,44,49,NA,NA
"3639",3320,12,19,28,38,NA
"3640",3321,4,9,40,NA,NA
"3641",3322,1,3,19,NA,NA
"3642",3323,15,25,NA,NA,NA
"3643",3324,0,2,29,46,NA
"3644",3325,17,29,47,NA,NA
"3645",3326,8,15,33,NA,NA
"3646",3327,3,18,34,35,NA
"3647",3328,20,NA,NA,NA,NA
"3648",3329,1,19,30,40,NA
"3649",3330,3,18,35,NA,NA
"3650",3331,10,11,19,20,21
"3651",33,40,43,NA,NA,NA
"3652",3332,7,NA,NA,NA,NA
"3653",3333,10,20,21,36,NA
"3654",3334,4,9,NA,NA,NA
"3655",3335,11,32,40,NA,NA
"3656",3336,16,27,28,36,NA
"3657",3337,0,2,46,NA,NA
"3658",3338,0,2,7,14,45
"3659",46,49,NA,NA,NA,NA
"3660",3339,17,29,47,NA,NA
"3661",3340,3,18,35,NA,NA
"3662",3341,1,3,4,6,8
"3663",44,NA,NA,NA,NA,NA
"3664",3342,5,17,22,NA,NA
"3665",3343,7,14,15,49,NA
"3666",3344,23,24,40,41,43
"3667",3345,2,NA,NA,NA,NA
"3668",3346,5,13,NA,NA,NA
"3669",3347,20,40,45,NA,NA
"3670",3348,17,29,47,NA,NA
"3671",3349,6,41,NA,NA,NA
"3672",3350,18,44,NA,NA,NA
"3673",3351,12,31,36,48,NA
"3674",3352,1,7,11,15,18
"3675",27,49,NA,NA,NA,NA
"3676",3353,6,18,31,33,34
"3677",3354,23,27,NA,NA,NA
"3678",3355,41,NA,NA,NA,NA
"3679",3356,6,18,28,48,NA
"3680",3357,10,17,29,47,NA
"3681",3358,3,18,35,NA,NA
"3682",3359,1,3,12,19,NA
"3683",3360,20,28,NA,NA,NA
"3684",3361,9,26,31,34,NA
"3685",3362,4,9,43,NA,NA
"3686",3363,16,32,45,NA,NA
"3687",3364,23,24,40,41,NA
"3688",3365,4,9,27,28,38
"3689",39,42,46,NA,NA,NA
"3690",3366,8,17,29,47,NA
"3691",3367,7,15,49,NA,NA
"3692",3368,1,4,17,19,39
"3693",3369,4,40,NA,NA,NA
"3694",3370,12,16,31,40,NA
"3695",3371,0,15,18,24,36
"3696",42,47,NA,NA,NA,NA
"3697",3372,3,18,35,NA,NA
"3698",3373,7,15,19,49,NA
"3699",3374,4,7,15,37,49
"3700",3375,5,13,22,NA,NA
"3701",3376,5,6,27,47,NA
"3702",3377,3,29,NA,NA,NA
"3703",3378,5,22,NA,NA,NA
"3704",3379,0,2,30,38,46
"3705",3380,17,28,29,32,47
"3706",3381,18,33,42,NA,NA
"3707",3382,5,17,27,45,NA
"3708",3383,1,12,19,NA,NA
"3709",3384,15,NA,NA,NA,NA
"3710",3385,4,9,NA,NA,NA
"3711",3386,1,11,18,23,32
"3712",3387,41,47,NA,NA,NA
"3713",3388,1,48,NA,NA,NA
"3714",3389,0,14,23,44,NA
"3715",3390,1,NA,NA,NA,NA
"3716",3391,27,28,NA,NA,NA
"3717",3392,27,28,NA,NA,NA
"3718",3393,17,47,NA,NA,NA
"3719",3394,16,32,45,NA,NA
"3720",3395,27,28,NA,NA,NA
"3721",3396,12,16,32,44,NA
"3722",3397,4,5,12,NA,NA
"3723",3398,7,11,37,45,NA
"3724",3399,0,16,32,NA,NA
"3725",3400,7,20,22,27,NA
"3726",3401,0,2,46,NA,NA
"3727",3402,0,2,7,12,NA
"3728",3403,5,22,NA,NA,NA
"3729",3404,2,18,35,NA,NA
"3730",3405,11,27,28,NA,NA
"3731",3406,2,5,13,41,NA
"3732",3407,12,31,36,48,NA
"3733",3408,17,18,29,47,NA
"3734",3409,3,9,18,35,NA
"3735",3410,9,10,13,24,27
"3736",28,38,41,NA,NA,NA
"3737",3411,7,11,37,NA,NA
"3738",3412,12,31,36,NA,NA
"3739",3413,0,11,17,23,29
"3740",36,44,47,NA,NA,NA
"3741",3414,1,17,49,NA,NA
"3742",3415,1,23,29,NA,NA
"3743",3416,9,15,21,47,NA
"3744",3417,9,11,18,41,46
"3745",3418,14,20,44,NA,NA
"3746",3419,7,16,22,32,45
"3747",3420,15,26,48,NA,NA
"3748",3421,11,36,41,NA,NA
"3749",3422,37,43,45,47,NA
"3750",3423,14,15,21,36,38
"3751",47,NA,NA,NA,NA,NA
"3752",3424,5,15,22,NA,NA
"3753",3425,7,11,37,45,NA
"3754",3426,7,18,33,42,44
"3755",47,48,NA,NA,NA,NA
"3756",3427,5,22,NA,NA,NA
"3757",3428,8,9,17,NA,NA
"3758",3429,17,34,NA,NA,NA
"3759",3430,10,21,29,36,NA
"3760",3431,4,5,48,NA,NA
"3761",3432,3,14,30,34,44
"3762",3433,33,42,NA,NA,NA
"3763",3434,4,9,10,16,NA
"3764",3435,15,NA,NA,NA,NA
"3765",3436,14,NA,NA,NA,NA
"3766",3437,2,17,30,47,NA
"3767",3438,4,5,27,28,NA
"3768",3439,32,NA,NA,NA,NA
"3769",3440,0,20,33,34,46
"3770",3441,3,33,42,NA,NA
"3771",3442,23,24,40,41,43
"3772",3443,0,5,22,44,NA
"3773",3444,33,35,39,NA,NA
"3774",3445,5,22,45,NA,NA
"3775",3446,10,36,40,NA,NA
"3776",3447,28,31,33,NA,NA
"3777",3448,0,2,23,46,NA
"3778",3449,3,37,38,42,NA
"3779",3450,12,31,36,NA,NA
"3780",3451,2,13,36,NA,NA
"3781",3452,1,19,29,NA,NA
"3782",3453,37,NA,NA,NA,NA
"3783",3454,4,15,43,NA,NA
"3784",3455,27,28,NA,NA,NA
"3785",3456,0,4,17,NA,NA
"3786",3457,8,20,31,41,NA
"3787",3458,1,18,19,40,NA
"3788",3459,3,4,9,18,NA
"3789",3460,2,33,42,NA,NA
"3790",3461,1,5,22,23,42
"3791",48,NA,NA,NA,NA,NA
"3792",3462,12,31,36,48,NA
"3793",3463,1,2,6,18,35
"3794",3464,1,17,25,NA,NA
"3795",3465,7,11,37,45,NA
"3796",3466,0,7,NA,NA,NA
"3797",3467,17,47,NA,NA,NA
"3798",3468,1,8,16,19,40
"3799",3469,33,36,48,NA,NA
"3800",3470,10,16,NA,NA,NA
"3801",3471,7,11,37,45,NA
"3802",3472,30,33,34,42,NA
"3803",3473,1,19,NA,NA,NA
"3804",3474,3,18,35,NA,NA
"3805",3475,1,8,18,19,31
"3806",37,47,49,NA,NA,NA
"3807",3476,12,31,36,48,NA
"3808",3477,23,32,45,46,NA
"3809",3478,8,9,15,33,42
"3810",3479,16,27,NA,NA,NA
"3811",3480,14,44,NA,NA,NA
"3812",3481,5,22,33,42,NA
"3813",3482,15,22,NA,NA,NA
"3814",3483,0,2,46,NA,NA
"3815",3484,41,NA,NA,NA,NA
"3816",3485,11,38,42,NA,NA
"3817",3486,6,31,NA,NA,NA
"3818",3487,3,9,18,35,NA
"3819",3488,0,2,46,NA,NA
"3820",3489,0,2,46,NA,NA
"3821",3490,7,11,37,42,45
"3822",3491,14,32,44,NA,NA
"3823",3492,29,42,NA,NA,NA
"3824",3493,12,29,48,NA,NA
"3825",3494,8,20,25,39,43
"3826",3495,20,24,44,NA,NA
"3827",3496,15,27,28,NA,NA
"3828",3497,15,18,25,35,NA
