"","V1","V2","V3","V4","V5","V6","V7","V8"
"620",614,28,42,NA,NA,NA,NA,NA
"621",615,6,21,35,41,NA,NA,NA
"622",616,16,17,19,45,NA,NA,NA
"623",617,4,9,25,26,36,NA,NA
"624",618,5,22,38,NA,NA,NA,NA
"625",619,8,25,39,43,NA,NA,NA
"626",620,1,4,36,NA,NA,NA,NA
"627",621,11,22,24,29,NA,NA,NA
"628",622,0,2,46,NA,NA,NA,NA
"629",623,0,36,43,NA,NA,NA,NA
"630",624,7,15,49,NA,NA,NA,NA
"631",625,16,23,24,32,40,45,NA
"632",626,20,NA,NA,NA,NA,NA,NA
"633",627,20,28,35,NA,NA,NA,NA
"634",628,37,38,44,NA,NA,NA,NA
"635",629,2,11,20,25,27,36,39
"636",630,14,23,28,44,NA,NA,NA
"637",631,4,12,29,30,46,NA,NA
"638",632,11,21,28,41,NA,NA,NA
"639",633,3,18,35,49,NA,NA,NA
"640",634,0,10,21,28,NA,NA,NA
"641",635,22,NA,NA,NA,NA,NA,NA
"642",636,22,24,35,NA,NA,NA,NA
"643",637,12,20,22,25,29,30,32
"644",37,NA,NA,NA,NA,NA,NA,NA
"645",638,14,31,44,NA,NA,NA,NA
"646",639,5,22,36,NA,NA,NA,NA
"647",640,23,26,35,NA,NA,NA,NA
"648",641,4,9,NA,NA,NA,NA,NA
"649",642,0,2,20,33,42,NA,NA
"650",643,12,31,36,48,NA,NA,NA
"651",644,4,NA,NA,NA,NA,NA,NA
"652",645,3,14,45,NA,NA,NA,NA
"653",646,2,30,41,NA,NA,NA,NA
"654",647,7,10,40,NA,NA,NA,NA
"655",648,4,30,38,NA,NA,NA,NA
"656",649,25,32,33,39,NA,NA,NA
"657",650,0,2,46,NA,NA,NA,NA
"658",651,2,12,28,39,NA,NA,NA
"659",652,4,15,24,30,42,49,NA
"660",653,4,17,32,44,NA,NA,NA
"661",654,8,12,NA,NA,NA,NA,NA
"662",655,16,20,42,NA,NA,NA,NA
"663",656,1,5,19,NA,NA,NA,NA
"664",657,31,38,NA,NA,NA,NA,NA
"665",658,1,13,42,NA,NA,NA,NA
"666",659,7,15,49,NA,NA,NA,NA
"667",660,16,27,28,NA,NA,NA,NA
"668",661,7,15,NA,NA,NA,NA,NA
"669",662,14,30,44,NA,NA,NA,NA
"670",663,7,11,15,33,49,NA,NA
"671",664,42,NA,NA,NA,NA,NA,NA
"672",665,0,27,28,32,43,NA,NA
"673",666,1,9,49,NA,NA,NA,NA
"674",667,8,15,16,30,32,45,NA
"675",668,14,15,44,NA,NA,NA,NA
"676",669,10,21,27,45,NA,NA,NA
"677",670,5,20,22,NA,NA,NA,NA
"678",671,0,2,31,46,NA,NA,NA
"679",672,12,16,17,33,NA,NA,NA
"680",673,10,28,30,NA,NA,NA,NA
"681",674,33,42,49,NA,NA,NA,NA
"682",675,27,28,NA,NA,NA,NA,NA
"683",676,18,20,40,NA,NA,NA,NA
"684",677,14,18,22,28,34,NA,NA
"685",678,10,19,33,NA,NA,NA,NA
"686",679,27,28,43,NA,NA,NA,NA
"687",680,2,18,20,25,29,30,39
"688",49,NA,NA,NA,NA,NA,NA,NA
"689",681,40,NA,NA,NA,NA,NA,NA
"690",682,0,39,44,NA,NA,NA,NA
"691",683,4,9,21,NA,NA,NA,NA
"692",684,0,12,25,29,42,NA,NA
"693",685,2,NA,NA,NA,NA,NA,NA
"694",686,5,22,NA,NA,NA,NA,NA
"695",687,7,15,NA,NA,NA,NA,NA
"696",688,7,27,28,NA,NA,NA,NA
"697",689,33,42,44,NA,NA,NA,NA
"698",690,17,29,47,NA,NA,NA,NA
"699",691,20,28,NA,NA,NA,NA,NA
"700",692,7,17,29,37,47,NA,NA
"701",693,1,12,19,29,NA,NA,NA
"702",694,18,30,NA,NA,NA,NA,NA
"703",695,9,18,29,30,33,49,NA
"704",696,33,40,42,NA,NA,NA,NA
"705",697,7,15,NA,NA,NA,NA,NA
"706",698,11,14,NA,NA,NA,NA,NA
"707",699,12,24,38,40,42,NA,NA
"708",700,3,18,33,35,NA,NA,NA
"709",701,17,18,19,22,27,28,41
"710",702,23,24,40,41,43,NA,NA
"711",703,2,NA,NA,NA,NA,NA,NA
"712",704,1,7,11,20,30,NA,NA
"713",705,17,29,47,NA,NA,NA,NA
"714",706,7,11,37,45,NA,NA,NA
"715",707,23,24,40,41,NA,NA,NA
"716",708,6,9,13,18,22,30,41
"717",45,NA,NA,NA,NA,NA,NA,NA
"718",709,0,33,42,NA,NA,NA,NA
"719",710,4,7,13,NA,NA,NA,NA
"720",711,22,NA,NA,NA,NA,NA,NA
"721",712,2,3,24,NA,NA,NA,NA
"722",713,17,19,47,NA,NA,NA,NA
"723",714,3,7,11,16,25,37,45
"724",715,18,33,39,41,42,44,NA
"725",716,4,9,NA,NA,NA,NA,NA
"726",717,28,45,NA,NA,NA,NA,NA
"727",718,0,46,NA,NA,NA,NA,NA
"728",719,1,13,17,29,33,38,43
"729",47,NA,NA,NA,NA,NA,NA,NA
"730",720,13,16,32,45,NA,NA,NA
"731",721,16,32,45,NA,NA,NA,NA
"732",722,16,17,19,44,NA,NA,NA
"733",723,0,2,46,NA,NA,NA,NA
"734",724,9,31,43,44,45,NA,NA
"735",725,0,2,46,NA,NA,NA,NA
"736",726,0,14,18,21,22,33,38
"737",727,0,46,NA,NA,NA,NA,NA
"738",728,26,36,NA,NA,NA,NA,NA
"739",729,4,9,20,NA,NA,NA,NA
"740",730,5,11,27,28,NA,NA,NA
"741",731,0,5,22,44,NA,NA,NA
"742",732,9,11,18,NA,NA,NA,NA
"743",733,16,32,45,NA,NA,NA,NA
"744",734,3,30,NA,NA,NA,NA,NA
"745",735,22,28,47,48,NA,NA,NA
"746",736,0,20,42,49,NA,NA,NA
"747",737,17,29,47,NA,NA,NA,NA
"748",738,16,32,45,NA,NA,NA,NA
"749",739,7,11,13,37,NA,NA,NA
"750",740,7,14,16,17,22,24,41
"751",741,4,9,10,38,43,44,NA
"752",742,4,6,9,NA,NA,NA,NA
"753",743,24,31,42,NA,NA,NA,NA
"754",744,14,17,20,25,39,45,NA
"755",745,23,28,35,NA,NA,NA,NA
"756",746,3,23,43,46,NA,NA,NA
"757",747,4,9,17,18,29,42,NA
"758",748,27,28,NA,NA,NA,NA,NA
"759",749,11,15,45,NA,NA,NA,NA
"760",750,43,NA,NA,NA,NA,NA,NA
"761",751,0,35,49,NA,NA,NA,NA
"762",752,28,30,NA,NA,NA,NA,NA
"763",753,13,22,29,31,32,NA,NA
"764",754,5,19,20,22,NA,NA,NA
"765",755,10,38,40,NA,NA,NA,NA
"766",756,33,42,NA,NA,NA,NA,NA
"767",757,7,15,25,39,49,NA,NA
"768",758,35,42,49,NA,NA,NA,NA
"769",759,4,23,24,40,41,48,NA
"770",760,6,16,NA,NA,NA,NA,NA
"771",761,27,28,NA,NA,NA,NA,NA
"772",762,16,26,28,NA,NA,NA,NA
"773",763,49,NA,NA,NA,NA,NA,NA
"774",764,0,2,46,NA,NA,NA,NA
"775",765,3,18,35,NA,NA,NA,NA
"776",766,3,11,46,49,NA,NA,NA
"777",767,23,24,40,41,43,NA,NA
"778",768,0,1,17,21,NA,NA,NA
"779",769,16,32,45,NA,NA,NA,NA
"780",770,28,38,40,NA,NA,NA,NA
"781",771,31,42,45,NA,NA,NA,NA
"782",772,49,NA,NA,NA,NA,NA,NA
"783",773,3,NA,NA,NA,NA,NA,NA
"784",774,1,4,17,26,28,40,NA
"785",775,0,2,46,NA,NA,NA,NA
"786",776,3,18,35,NA,NA,NA,NA
"787",777,16,NA,NA,NA,NA,NA,NA
"788",778,42,NA,NA,NA,NA,NA,NA
"789",779,3,5,18,25,32,35,NA
"790",780,17,32,33,46,NA,NA,NA
"791",781,2,11,NA,NA,NA,NA,NA
"792",782,11,14,33,42,NA,NA,NA
"793",783,42,NA,NA,NA,NA,NA,NA
"794",784,10,13,38,NA,NA,NA,NA
"795",785,4,8,22,NA,NA,NA,NA
"796",786,17,29,47,NA,NA,NA,NA
"797",787,3,18,29,35,NA,NA,NA
"798",788,0,1,17,18,NA,NA,NA
"799",789,12,22,29,44,NA,NA,NA
"800",790,8,29,47,NA,NA,NA,NA
"801",791,20,36,NA,NA,NA,NA,NA
"802",792,4,20,NA,NA,NA,NA,NA
"803",793,8,15,27,28,NA,NA,NA
"804",794,5,14,37,39,NA,NA,NA
"805",795,8,33,42,NA,NA,NA,NA
"806",796,6,17,19,49,NA,NA,NA
"807",797,1,13,30,35,NA,NA,NA
"808",798,2,23,33,NA,NA,NA,NA
"809",799,7,11,37,45,NA,NA,NA
"810",800,4,9,34,49,NA,NA,NA
"811",801,6,7,11,37,43,46,49
"812",802,4,31,32,36,NA,NA,NA
"813",803,22,NA,NA,NA,NA,NA,NA
"814",804,12,31,36,NA,NA,NA,NA
"815",805,41,47,49,NA,NA,NA,NA
"816",806,15,21,23,36,40,NA,NA
"817",807,5,11,39,49,NA,NA,NA
"818",808,5,15,49,NA,NA,NA,NA
"819",809,19,20,25,NA,NA,NA,NA
"820",810,2,7,15,47,49,NA,NA
"821",811,23,25,44,NA,NA,NA,NA
"822",812,4,NA,NA,NA,NA,NA,NA
"823",813,13,28,33,47,48,NA,NA
"824",814,12,NA,NA,NA,NA,NA,NA
"825",815,3,18,35,NA,NA,NA,NA
"826",816,5,6,40,48,NA,NA,NA
"827",817,14,20,23,25,28,34,35
"828",46,NA,NA,NA,NA,NA,NA,NA
"829",818,3,28,NA,NA,NA,NA,NA
"830",819,0,2,20,46,NA,NA,NA
"831",820,20,49,NA,NA,NA,NA,NA
"832",821,6,8,12,19,21,22,NA
"833",822,31,45,NA,NA,NA,NA,NA
"834",823,3,28,37,NA,NA,NA,NA
"835",824,4,33,42,NA,NA,NA,NA
"836",825,27,28,47,48,NA,NA,NA
"837",826,4,9,NA,NA,NA,NA,NA
"838",827,11,27,28,31,NA,NA,NA
"839",828,11,12,25,30,32,34,47
"840",48,NA,NA,NA,NA,NA,NA,NA
"841",829,2,17,27,28,NA,NA,NA
"842",830,7,15,38,49,NA,NA,NA
"843",831,4,9,NA,NA,NA,NA,NA
"844",832,14,39,44,NA,NA,NA,NA
"845",833,5,22,39,48,NA,NA,NA
"846",834,16,32,45,NA,NA,NA,NA
"847",835,3,33,NA,NA,NA,NA,NA
"848",836,4,9,NA,NA,NA,NA,NA
"849",837,4,5,22,35,46,NA,NA
"850",838,16,32,45,NA,NA,NA,NA
"851",839,3,18,35,NA,NA,NA,NA
"852",840,1,19,31,NA,NA,NA,NA
"853",841,7,15,NA,NA,NA,NA,NA
"854",842,3,18,20,35,43,NA,NA
"855",843,12,13,NA,NA,NA,NA,NA
"856",844,10,36,37,NA,NA,NA,NA
"857",845,2,21,44,NA,NA,NA,NA
"858",846,33,40,42,NA,NA,NA,NA
"859",847,1,41,NA,NA,NA,NA,NA
"860",848,3,NA,NA,NA,NA,NA,NA
"861",849,12,14,21,43,NA,NA,NA
"862",850,3,42,47,NA,NA,NA,NA
"863",851,0,46,49,NA,NA,NA,NA
"864",852,1,6,11,14,37,39,44
"865",853,1,5,26,27,42,NA,NA
"866",854,3,18,35,NA,NA,NA,NA
"867",855,24,33,35,39,NA,NA,NA
"868",856,12,21,27,28,46,NA,NA
"869",857,3,25,29,39,NA,NA,NA
"870",858,5,22,NA,NA,NA,NA,NA
"871",859,0,46,NA,NA,NA,NA,NA
"872",860,4,21,33,40,NA,NA,NA
"873",861,14,15,40,43,NA,NA,NA
"874",862,0,2,46,NA,NA,NA,NA
"875",863,4,9,NA,NA,NA,NA,NA
"876",864,7,11,19,37,45,NA,NA
"877",865,4,9,NA,NA,NA,NA,NA
"878",866,17,29,34,47,48,NA,NA
"879",867,0,1,15,19,39,NA,NA
"880",868,3,10,35,NA,NA,NA,NA
"881",869,1,19,29,NA,NA,NA,NA
"882",870,14,44,NA,NA,NA,NA,NA
"883",871,1,4,18,33,42,NA,NA
"884",872,3,18,35,NA,NA,NA,NA
"885",873,16,32,45,NA,NA,NA,NA
"886",874,7,11,37,45,NA,NA,NA
"887",875,13,19,31,38,NA,NA,NA
"888",876,34,39,46,NA,NA,NA,NA
"889",877,7,29,31,NA,NA,NA,NA
"890",878,29,43,NA,NA,NA,NA,NA
"891",879,10,16,17,32,36,38,44
"892",45,NA,NA,NA,NA,NA,NA,NA
"893",880,3,18,35,NA,NA,NA,NA
"894",881,7,11,12,23,27,37,41
"895",45,NA,NA,NA,NA,NA,NA,NA
"896",882,14,44,NA,NA,NA,NA,NA
"897",883,12,31,36,48,NA,NA,NA
"898",884,35,NA,NA,NA,NA,NA,NA
"899",885,4,9,20,31,35,37,45
"900",886,3,6,29,NA,NA,NA,NA
"901",887,5,6,22,48,NA,NA,NA
"902",888,7,11,37,44,46,NA,NA
"903",889,25,35,46,NA,NA,NA,NA
"904",890,9,12,19,NA,NA,NA,NA
"905",891,14,44,NA,NA,NA,NA,NA
"906",892,23,24,40,41,43,NA,NA
"907",893,3,18,35,NA,NA,NA,NA
"908",894,7,11,37,45,NA,NA,NA
"909",895,12,18,19,NA,NA,NA,NA
"910",896,38,NA,NA,NA,NA,NA,NA
"911",897,8,19,24,NA,NA,NA,NA
"912",898,1,22,NA,NA,NA,NA,NA
"913",899,1,35,NA,NA,NA,NA,NA
"914",900,7,14,44,NA,NA,NA,NA
"915",901,17,47,NA,NA,NA,NA,NA
"916",902,13,16,20,35,47,49,NA
"917",903,15,24,36,NA,NA,NA,NA
"918",904,18,22,30,NA,NA,NA,NA
"919",905,17,21,23,NA,NA,NA,NA
"920",906,1,12,31,44,NA,NA,NA
"921",907,0,11,28,34,44,45,NA
"922",908,7,11,37,NA,NA,NA,NA
"923",909,10,17,29,47,NA,NA,NA
"924",910,17,29,47,NA,NA,NA,NA
"925",911,7,15,49,NA,NA,NA,NA
"926",912,1,19,45,NA,NA,NA,NA
"927",913,22,NA,NA,NA,NA,NA,NA
"928",914,26,34,36,NA,NA,NA,NA
"929",915,18,19,21,25,46,NA,NA
"930",916,25,41,45,47,NA,NA,NA
"931",917,4,NA,NA,NA,NA,NA,NA
"932",918,4,9,NA,NA,NA,NA,NA
"933",919,21,35,NA,NA,NA,NA,NA
"934",920,5,34,37,46,49,NA,NA
"935",921,4,9,28,NA,NA,NA,NA
"936",922,27,28,NA,NA,NA,NA,NA
"937",923,10,12,14,15,24,38,NA
"938",924,31,46,NA,NA,NA,NA,NA
"939",925,18,24,26,NA,NA,NA,NA
"940",926,3,31,32,47,48,NA,NA
"941",927,0,5,45,46,NA,NA,NA
"942",928,11,13,NA,NA,NA,NA,NA
"943",929,9,27,33,NA,NA,NA,NA
"944",930,5,NA,NA,NA,NA,NA,NA
"945",931,5,7,29,34,45,NA,NA
"946",932,6,18,21,27,39,NA,NA
"947",933,0,6,36,38,NA,NA,NA
"948",934,12,31,36,48,NA,NA,NA
"949",935,4,9,23,NA,NA,NA,NA
"950",936,16,32,45,NA,NA,NA,NA
"951",937,13,19,22,48,NA,NA,NA
"952",938,3,31,47,49,NA,NA,NA
"953",939,0,26,48,NA,NA,NA,NA
"954",940,14,37,44,NA,NA,NA,NA
"955",941,27,28,NA,NA,NA,NA,NA
"956",942,23,24,40,41,43,NA,NA
"957",943,4,8,36,NA,NA,NA,NA
"958",944,23,27,28,36,NA,NA,NA
"959",945,20,25,27,28,32,NA,NA
"960",946,17,NA,NA,NA,NA,NA,NA
"961",947,4,9,15,21,28,38,48
"962",948,3,8,35,NA,NA,NA,NA
"963",949,9,45,NA,NA,NA,NA,NA
"964",950,2,15,25,40,44,NA,NA
"965",951,8,25,34,36,NA,NA,NA
"966",952,7,12,15,17,49,NA,NA
"967",953,16,32,NA,NA,NA,NA,NA
"968",954,4,20,29,NA,NA,NA,NA
"969",955,4,12,28,NA,NA,NA,NA
"970",956,21,43,44,NA,NA,NA,NA
"971",957,8,16,31,38,NA,NA,NA
"972",958,3,18,35,NA,NA,NA,NA
"973",959,31,48,NA,NA,NA,NA,NA
"974",960,2,3,14,17,32,NA,NA
"975",961,3,18,35,NA,NA,NA,NA
"976",962,8,12,24,31,36,48,NA
"977",963,7,15,49,NA,NA,NA,NA
"978",964,7,11,37,45,NA,NA,NA
"979",965,8,21,25,37,43,48,NA
"980",966,16,24,30,39,NA,NA,NA
"981",967,21,28,41,42,NA,NA,NA
"982",968,33,42,NA,NA,NA,NA,NA
"983",969,0,2,46,NA,NA,NA,NA
"984",970,4,30,42,NA,NA,NA,NA
"985",971,8,14,24,35,NA,NA,NA
"986",972,13,40,NA,NA,NA,NA,NA
"987",973,3,9,14,16,28,31,34
"988",39,NA,NA,NA,NA,NA,NA,NA
"989",974,5,31,38,40,48,NA,NA
"990",975,7,15,23,43,49,NA,NA
"991",976,10,23,28,37,NA,NA,NA
"992",977,16,32,NA,NA,NA,NA,NA
"993",978,9,17,29,47,NA,NA,NA
"994",979,4,9,16,46,NA,NA,NA
"995",980,3,18,32,35,NA,NA,NA
"996",981,33,37,38,42,NA,NA,NA
"997",982,18,21,48,NA,NA,NA,NA
"998",983,16,32,45,NA,NA,NA,NA
"999",984,12,31,36,NA,NA,NA,NA
"1000",985,16,32,45,NA,NA,NA,NA
"1001",986,7,15,16,49,NA,NA,NA
"1002",987,3,18,35,NA,NA,NA,NA
"1003",988,14,47,NA,NA,NA,NA,NA
"1004",989,7,21,24,38,NA,NA,NA
"1005",990,20,28,30,31,NA,NA,NA
"1006",991,11,14,17,31,40,43,NA
"1007",992,17,29,47,NA,NA,NA,NA
"1008",993,0,7,12,15,28,49,NA
"1009",994,4,9,32,NA,NA,NA,NA
"1010",995,17,29,47,NA,NA,NA,NA
"1011",996,3,18,34,35,43,NA,NA
"1012",997,28,42,NA,NA,NA,NA,NA
"1013",998,8,12,26,39,NA,NA,NA
"1014",999,15,32,47,NA,NA,NA,NA
"1015",1000,0,2,46,NA,NA,NA,NA
"1016",1001,6,22,32,NA,NA,NA,NA
"1017",1002,5,22,NA,NA,NA,NA,NA
"1018",1003,4,24,NA,NA,NA,NA,NA
"1019",1004,23,33,42,NA,NA,NA,NA
"1020",1005,15,17,29,47,NA,NA,NA
"1021",1006,27,28,NA,NA,NA,NA,NA
"1022",1007,5,19,22,24,36,44,NA
"1023",1008,22,28,NA,NA,NA,NA,NA
"1024",1009,17,22,NA,NA,NA,NA,NA
"1025",1010,40,NA,NA,NA,NA,NA,NA
"1026",1011,15,26,39,NA,NA,NA,NA
"1027",1012,14,25,44,49,NA,NA,NA
"1028",1013,33,42,NA,NA,NA,NA,NA
"1029",1014,12,31,36,48,NA,NA,NA
"1030",1015,28,34,NA,NA,NA,NA,NA
"1031",1016,3,18,35,NA,NA,NA,NA
"1032",1017,2,18,43,NA,NA,NA,NA
"1033",1018,4,9,15,17,35,40,42
"1034",1019,0,32,33,NA,NA,NA,NA
"1035",1020,25,26,40,49,NA,NA,NA
"1036",1021,34,39,NA,NA,NA,NA,NA
"1037",1022,1,19,NA,NA,NA,NA,NA
"1038",1023,18,24,31,33,42,49,NA
"1039",1024,3,7,11,21,23,26,32
"1040",37,NA,NA,NA,NA,NA,NA,NA
"1041",1025,0,2,46,NA,NA,NA,NA
"1042",1026,5,15,22,NA,NA,NA,NA
"1043",1027,16,17,18,NA,NA,NA,NA
"1044",1028,1,10,NA,NA,NA,NA,NA
"1045",1029,3,44,NA,NA,NA,NA,NA
"1046",1030,12,29,47,NA,NA,NA,NA
"1047",1031,0,4,37,46,NA,NA,NA
"1048",1032,0,29,37,NA,NA,NA,NA
"1049",1033,8,16,NA,NA,NA,NA,NA
"1050",1034,1,14,27,28,NA,NA,NA
"1051",1035,3,27,28,30,37,NA,NA
"1052",1036,12,14,19,NA,NA,NA,NA
"1053",1037,4,38,NA,NA,NA,NA,NA
"1054",1038,1,4,9,22,23,27,NA
"1055",1039,17,47,NA,NA,NA,NA,NA
"1056",1040,16,32,45,NA,NA,NA,NA
"1057",1041,1,17,19,41,45,NA,NA
"1058",1042,0,2,46,NA,NA,NA,NA
"1059",1043,11,13,16,35,45,48,NA
"1060",1044,5,15,26,27,28,37,38
"1061",1045,17,29,47,NA,NA,NA,NA
"1062",1046,6,27,28,39,NA,NA,NA
"1063",1047,1,19,NA,NA,NA,NA,NA
"1064",1048,7,11,37,40,NA,NA,NA
"1065",1049,34,40,NA,NA,NA,NA,NA
"1066",1050,3,9,31,32,NA,NA,NA
"1067",1051,33,42,47,NA,NA,NA,NA
"1068",1052,4,9,NA,NA,NA,NA,NA
"1069",1053,23,24,40,41,43,NA,NA
"1070",1054,2,21,41,NA,NA,NA,NA
"1071",1055,18,45,NA,NA,NA,NA,NA
"1072",1056,1,15,46,NA,NA,NA,NA
"1073",1057,0,15,25,31,46,NA,NA
"1074",1058,26,27,28,NA,NA,NA,NA
"1075",1059,5,22,34,46,NA,NA,NA
"1076",1060,7,14,23,29,40,44,NA
"1077",1061,16,32,45,NA,NA,NA,NA
"1078",1062,4,9,36,41,NA,NA,NA
"1079",1063,3,13,18,35,NA,NA,NA
"1080",1064,5,14,36,44,NA,NA,NA
"1081",1065,5,33,42,NA,NA,NA,NA
"1082",1066,23,24,40,41,43,NA,NA
"1083",1067,6,8,9,19,NA,NA,NA
"1084",1068,1,5,9,22,NA,NA,NA
"1085",1069,2,33,NA,NA,NA,NA,NA
"1086",1070,14,16,27,28,34,NA,NA
"1087",1071,16,32,45,NA,NA,NA,NA
"1088",1072,13,27,28,30,44,NA,NA
"1089",1073,3,7,15,34,39,48,49
"1090",1074,4,9,41,NA,NA,NA,NA
"1091",1075,4,21,NA,NA,NA,NA,NA
"1092",1076,2,31,33,36,40,42,NA
"1093",1077,0,5,22,38,NA,NA,NA
"1094",1078,17,20,37,NA,NA,NA,NA
"1095",1079,20,27,NA,NA,NA,NA,NA
"1096",1080,11,21,32,41,NA,NA,NA
"1097",1081,5,9,25,33,45,NA,NA
"1098",1082,8,18,30,35,NA,NA,NA
"1099",1083,0,2,46,NA,NA,NA,NA
"1100",1084,17,29,47,NA,NA,NA,NA
"1101",1085,1,5,NA,NA,NA,NA,NA
"1102",1086,8,17,29,47,NA,NA,NA
"1103",1087,7,15,49,NA,NA,NA,NA
"1104",1088,28,NA,NA,NA,NA,NA,NA
"1105",1089,17,44,NA,NA,NA,NA,NA
"1106",1090,12,31,36,48,NA,NA,NA
"1107",1091,11,13,17,31,NA,NA,NA
"1108",1092,0,2,46,NA,NA,NA,NA
"1109",1093,33,42,NA,NA,NA,NA,NA
"1110",1094,7,11,37,45,NA,NA,NA
"1111",1095,17,29,47,NA,NA,NA,NA
"1112",1096,15,49,NA,NA,NA,NA,NA
"1113",1097,1,19,43,NA,NA,NA,NA
"1114",1098,5,22,NA,NA,NA,NA,NA
"1115",1099,7,15,42,44,49,NA,NA
"1116",1100,12,17,25,NA,NA,NA,NA
"1117",1101,14,44,NA,NA,NA,NA,NA
"1118",1102,7,11,37,45,NA,NA,NA
"1119",1103,3,18,35,37,NA,NA,NA
"1120",1104,4,9,NA,NA,NA,NA,NA
"1121",1105,1,10,19,NA,NA,NA,NA
"1122",1106,17,27,29,47,48,NA,NA
"1123",1107,2,6,7,NA,NA,NA,NA
"1124",1108,4,35,43,NA,NA,NA,NA
"1125",1109,7,15,49,NA,NA,NA,NA
"1126",1110,9,27,28,35,42,NA,NA
"1127",1111,13,27,28,NA,NA,NA,NA
"1128",1112,17,29,47,NA,NA,NA,NA
"1129",1113,1,7,13,19,NA,NA,NA
"1130",1114,16,22,28,35,NA,NA,NA
"1131",1115,23,33,47,NA,NA,NA,NA
"1132",1116,27,28,34,NA,NA,NA,NA
"1133",1117,14,NA,NA,NA,NA,NA,NA
"1134",1118,19,NA,NA,NA,NA,NA,NA
"1135",1119,0,22,30,31,NA,NA,NA
"1136",1120,23,24,40,41,43,NA,NA
"1137",1121,33,42,NA,NA,NA,NA,NA
"1138",1122,11,25,27,28,38,NA,NA
"1139",1123,14,44,NA,NA,NA,NA,NA
"1140",1124,23,24,40,41,NA,NA,NA
"1141",1125,2,7,15,40,46,NA,NA
"1142",1126,3,18,35,NA,NA,NA,NA
"1143",1127,15,18,36,46,NA,NA,NA
"1144",1128,27,28,NA,NA,NA,NA,NA
"1145",1129,1,19,NA,NA,NA,NA,NA
"1146",1130,5,22,NA,NA,NA,NA,NA
"1147",1131,4,23,24,27,40,41,43
"1148",1132,18,21,25,NA,NA,NA,NA
"1149",1133,14,21,44,NA,NA,NA,NA
"1150",1134,11,14,16,17,20,24,29
"1151",47,NA,NA,NA,NA,NA,NA,NA
"1152",1135,4,9,NA,NA,NA,NA,NA
"1153",1136,15,19,35,NA,NA,NA,NA
"1154",1137,2,13,16,22,NA,NA,NA
"1155",1138,13,NA,NA,NA,NA,NA,NA
"1156",1139,25,30,31,38,NA,NA,NA
"1157",1140,12,27,28,37,NA,NA,NA
"1158",1141,1,12,19,48,NA,NA,NA
"1159",1142,6,23,37,NA,NA,NA,NA
"1160",1143,23,24,40,41,43,NA,NA
"1161",1144,27,33,42,NA,NA,NA,NA
"1162",1145,12,31,36,48,NA,NA,NA
"1163",1146,7,25,NA,NA,NA,NA,NA
"1164",1147,14,41,NA,NA,NA,NA,NA
"1165",1148,16,17,29,39,41,47,NA
"1166",1149,9,10,27,43,NA,NA,NA
"1167",1150,0,2,8,46,NA,NA,NA
"1168",1151,7,15,49,NA,NA,NA,NA
"1169",1152,14,31,44,NA,NA,NA,NA
"1170",1153,1,8,23,NA,NA,NA,NA
"1171",1154,0,2,46,NA,NA,NA,NA
"1172",1155,20,NA,NA,NA,NA,NA,NA
"1173",1156,39,NA,NA,NA,NA,NA,NA
"1174",1157,1,19,49,NA,NA,NA,NA
"1175",1158,19,20,24,NA,NA,NA,NA
"1176",1159,5,22,24,NA,NA,NA,NA
"1177",1160,1,2,16,17,23,28,39
"1178",1161,4,9,46,NA,NA,NA,NA
"1179",1162,14,16,44,48,NA,NA,NA
"1180",1163,30,33,42,NA,NA,NA,NA
"1181",1164,8,35,47,NA,NA,NA,NA
"1182",1165,16,32,45,NA,NA,NA,NA
"1183",1166,3,25,38,42,45,NA,NA
"1184",1167,7,11,37,45,NA,NA,NA
"1185",1168,18,29,32,NA,NA,NA,NA
"1186",1169,9,15,18,19,20,44,45
"1187",47,NA,NA,NA,NA,NA,NA,NA
"1188",1170,30,43,46,NA,NA,NA,NA
"1189",1171,3,4,9,11,15,16,49
"1190",1172,17,29,47,NA,NA,NA,NA
"1191",1173,10,42,NA,NA,NA,NA,NA
"1192",1174,4,5,7,9,13,16,18
"1193",24,NA,NA,NA,NA,NA,NA,NA
"1194",1175,0,2,46,NA,NA,NA,NA
"1195",1176,0,16,18,32,37,42,48
"1196",49,NA,NA,NA,NA,NA,NA,NA
"1197",1177,5,27,NA,NA,NA,NA,NA
"1198",1178,14,16,25,40,44,47,NA
"1199",1179,7,15,26,39,NA,NA,NA
"1200",1180,16,32,45,NA,NA,NA,NA
"1201",1181,3,11,18,35,47,NA,NA
"1202",1182,3,18,35,NA,NA,NA,NA
"1203",1183,7,15,28,NA,NA,NA,NA
"1204",1184,0,7,10,12,15,21,22
"1205",25,NA,NA,NA,NA,NA,NA,NA
"1206",1185,12,31,36,48,NA,NA,NA
"1207",1186,27,28,45,NA,NA,NA,NA
"1208",1187,1,3,18,20,35,NA,NA
"1209",1188,20,25,38,49,NA,NA,NA
"1210",1189,4,5,22,47,NA,NA,NA
"1211",1190,8,18,19,29,NA,NA,NA
"1212",1191,3,4,9,13,NA,NA,NA
"1213",1192,12,23,24,40,41,43,NA
"1214",1193,17,29,45,47,NA,NA,NA
"1215",1194,16,32,45,NA,NA,NA,NA
"1216",1195,32,NA,NA,NA,NA,NA,NA
"1217",1196,26,38,39,NA,NA,NA,NA
"1218",1197,1,6,19,NA,NA,NA,NA
