"","V1","V2","V3","V4","V5"
"978",811,14,22,24,37
"979",812,4,9,12,17
"980",27,43,NA,NA,NA
"981",813,1,13,NA,NA
"982",814,6,16,32,NA
"983",815,4,7,15,29
"984",49,NA,NA,NA,NA
"985",816,6,11,25,31
"986",44,NA,NA,NA,NA
"987",817,10,31,39,45
"988",818,17,29,47,NA
"989",819,5,14,22,26
"990",820,3,18,35,NA
"991",821,0,11,43,NA
"992",822,11,26,36,NA
"993",823,6,27,28,NA
"994",824,2,13,41,NA
"995",825,23,24,40,41
"996",43,NA,NA,NA,NA
"997",826,27,28,NA,NA
"998",827,0,12,NA,NA
"999",828,4,9,NA,NA
"1000",829,3,18,35,NA
"1001",830,10,33,35,NA
"1002",831,15,33,42,NA
"1003",832,33,41,42,NA
"1004",833,5,12,21,NA
"1005",834,18,32,35,46
"1006",835,13,26,35,40
"1007",49,NA,NA,NA,NA
"1008",836,4,17,20,37
"1009",837,1,13,14,44
"1010",838,6,16,NA,NA
"1011",839,2,6,19,20
"1012",840,33,42,NA,NA
"1013",841,0,2,10,19
"1014",20,34,36,46,NA
"1015",842,12,20,23,NA
"1016",843,17,29,47,NA
"1017",844,7,11,37,39
"1018",45,NA,NA,NA,NA
"1019",845,20,27,39,43
"1020",45,NA,NA,NA,NA
"1021",846,14,43,44,NA
"1022",847,1,2,19,NA
"1023",848,14,44,NA,NA
"1024",849,1,19,NA,NA
"1025",850,3,18,24,35
"1026",851,16,32,45,NA
"1027",852,3,18,35,NA
"1028",853,7,11,37,45
"1029",854,1,26,41,NA
"1030",855,4,15,20,29
"1031",33,42,NA,NA,NA
"1032",856,1,13,15,46
"1033",857,12,14,25,31
"1034",36,47,NA,NA,NA
"1035",858,20,21,30,39
"1036",41,46,NA,NA,NA
"1037",859,22,45,NA,NA
"1038",860,4,31,34,NA
"1039",861,2,32,39,44
"1040",45,46,47,NA,NA
"1041",862,14,23,24,NA
"1042",863,7,11,37,45
"1043",864,7,14,44,NA
"1044",865,5,22,45,NA
"1045",866,33,42,NA,NA
"1046",867,12,28,NA,NA
"1047",868,49,NA,NA,NA
"1048",869,1,16,35,39
"1049",870,35,NA,NA,NA
"1050",871,13,14,35,NA
"1051",872,1,4,6,13
"1052",30,44,NA,NA,NA
"1053",873,1,2,12,22
"1054",25,30,41,49,NA
"1055",874,5,32,NA,NA
"1056",875,0,2,46,NA
"1057",876,33,42,46,NA
"1058",877,0,40,43,NA
"1059",878,1,8,49,NA
"1060",879,2,11,34,NA
"1061",880,2,14,NA,NA
"1062",881,27,28,31,NA
"1063",882,0,46,NA,NA
"1064",883,16,32,45,NA
"1065",884,3,18,35,NA
"1066",885,6,8,31,40
"1067",44,NA,NA,NA,NA
"1068",886,1,14,19,34
"1069",887,7,15,49,NA
"1070",888,37,39,48,NA
"1071",889,14,44,NA,NA
"1072",890,4,23,NA,NA
"1073",891,16,25,32,45
"1074",48,NA,NA,NA,NA
"1075",892,43,45,NA,NA
"1076",893,9,15,17,45
"1077",47,NA,NA,NA,NA
"1078",894,2,14,44,NA
"1079",895,27,28,32,43
"1080",896,1,19,NA,NA
"1081",897,7,15,41,49
"1082",898,1,8,NA,NA
"1083",899,23,24,40,41
"1084",900,4,9,NA,NA
"1085",901,1,24,34,NA
"1086",902,1,4,12,49
"1087",903,24,29,35,41
"1088",47,NA,NA,NA,NA
"1089",904,5,8,15,19
"1090",905,0,2,46,NA
"1091",906,9,17,33,35
"1092",42,NA,NA,NA,NA
"1093",907,4,9,16,NA
"1094",908,3,4,18,38
"1095",909,10,12,15,45
"1096",48,NA,NA,NA,NA
"1097",910,5,22,NA,NA
"1098",911,7,15,49,NA
"1099",912,12,35,46,NA
"1100",913,0,1,2,3
"1101",8,37,46,47,NA
"1102",914,1,19,NA,NA
"1103",915,3,18,35,NA
"1104",916,3,10,NA,NA
"1105",917,8,9,16,25
"1106",36,40,43,NA,NA
"1107",918,17,29,47,NA
"1108",919,1,19,NA,NA
"1109",920,9,11,22,32
"1110",44,47,NA,NA,NA
"1111",921,5,22,NA,NA
"1112",922,2,16,20,24
"1113",32,45,48,NA,NA
"1114",923,27,28,32,NA
"1115",924,7,15,49,NA
"1116",925,6,16,32,NA
"1117",926,5,22,36,NA
"1118",927,1,8,11,36
"1119",39,NA,NA,NA,NA
"1120",928,5,33,42,NA
"1121",929,4,42,NA,NA
"1122",930,10,25,28,NA
"1123",931,7,11,37,45
"1124",932,12,31,36,NA
"1125",933,7,13,19,28
"1126",31,47,NA,NA,NA
"1127",934,7,15,18,42
"1128",49,NA,NA,NA,NA
"1129",935,4,9,NA,NA
"1130",936,7,8,15,NA
"1131",937,3,18,35,NA
"1132",938,7,11,37,45
"1133",939,26,32,33,NA
"1134",940,1,6,16,NA
"1135",941,6,8,27,34
"1136",37,38,40,48,NA
"1137",942,7,17,26,27
"1138",28,31,32,NA,NA
"1139",943,3,8,29,30
"1140",944,33,42,NA,NA
"1141",945,0,2,5,18
"1142",29,30,32,45,NA
"1143",946,3,NA,NA,NA
"1144",947,1,11,18,19
"1145",24,37,46,NA,NA
"1146",948,0,2,46,NA
"1147",949,7,11,37,45
"1148",950,16,33,42,NA
"1149",951,29,35,NA,NA
"1150",952,14,20,38,NA
"1151",953,4,9,NA,NA
"1152",954,21,32,NA,NA
"1153",955,7,15,49,NA
"1154",956,1,12,19,39
"1155",40,48,NA,NA,NA
"1156",957,0,11,17,22
"1157",38,NA,NA,NA,NA
"1158",958,45,NA,NA,NA
"1159",959,15,26,NA,NA
"1160",960,13,22,24,38
"1161",42,NA,NA,NA,NA
"1162",961,14,33,42,NA
"1163",962,5,8,17,18
"1164",19,21,26,33,NA
"1165",963,16,29,31,34
"1166",36,42,47,NA,NA
"1167",964,3,9,10,15
"1168",965,7,25,30,NA
"1169",966,14,22,38,44
"1170",967,27,28,47,NA
"1171",968,1,11,27,48
"1172",969,5,15,25,34
"1173",49,NA,NA,NA,NA
"1174",970,4,9,32,34
"1175",971,5,22,35,NA
"1176",972,3,27,49,NA
"1177",973,18,35,38,49
"1178",974,12,35,41,NA
"1179",975,4,7,9,16
"1180",46,NA,NA,NA,NA
"1181",976,7,11,37,45
"1182",977,1,15,19,37
"1183",978,1,19,NA,NA
"1184",979,0,11,25,35
"1185",38,NA,NA,NA,NA
"1186",980,27,40,42,NA
"1187",981,27,28,31,39
"1188",43,NA,NA,NA,NA
"1189",982,26,33,42,NA
"1190",983,13,44,NA,NA
"1191",984,4,27,28,42
"1192",985,16,27,31,44
"1193",986,14,37,41,43
"1194",987,27,31,44,NA
"1195",988,17,29,42,47
"1196",989,11,16,28,NA
"1197",990,1,17,25,29
"1198",47,NA,NA,NA,NA
"1199",991,7,15,22,49
"1200",992,23,24,40,41
"1201",43,NA,NA,NA,NA
"1202",993,9,10,11,12
"1203",26,NA,NA,NA,NA
"1204",994,4,27,NA,NA
"1205",995,1,6,17,18
"1206",23,26,33,49,NA
"1207",996,0,14,37,46
"1208",997,15,17,26,36
"1209",43,47,NA,NA,NA
"1210",998,7,12,30,NA
"1211",999,30,34,48,NA
"1212",1000,19,32,41,NA
"1213",1001,40,NA,NA,NA
"1214",1002,0,4,19,NA
"1215",1003,17,20,32,47
"1216",49,NA,NA,NA,NA
"1217",1004,0,2,46,NA
"1218",1005,4,9,NA,NA
"1219",1006,33,42,NA,NA
"1220",1007,1,15,20,47
"1221",1008,16,32,45,NA
"1222",1009,7,33,41,NA
"1223",1010,2,3,4,14
"1224",18,19,35,NA,NA
"1225",1011,16,32,45,NA
"1226",1012,32,33,35,42
"1227",1013,23,28,37,NA
"1228",1014,1,41,NA,NA
"1229",1015,2,15,32,NA
"1230",1016,22,39,43,NA
"1231",1017,13,16,24,30
"1232",42,NA,NA,NA,NA
"1233",1018,33,43,NA,NA
"1234",1019,27,28,31,NA
"1235",1020,34,NA,NA,NA
"1236",1021,9,NA,NA,NA
"1237",1022,8,22,33,42
"1238",1023,0,2,46,NA
"1239",1024,23,24,40,41
"1240",43,NA,NA,NA,NA
"1241",1025,3,25,29,34
"1242",48,NA,NA,NA,NA
"1243",1026,41,NA,NA,NA
"1244",1027,1,17,23,NA
"1245",1028,21,23,26,39
"1246",49,NA,NA,NA,NA
"1247",1029,5,NA,NA,NA
"1248",1030,4,25,31,38
"1249",46,NA,NA,NA,NA
"1250",1031,4,37,NA,NA
"1251",1032,7,12,16,19
"1252",22,32,45,NA,NA
"1253",1033,7,11,37,45
"1254",1034,10,40,NA,NA
"1255",1035,19,NA,NA,NA
"1256",1036,29,30,37,NA
"1257",1037,8,23,45,NA
"1258",1038,11,12,15,NA
"1259",1039,27,40,44,NA
"1260",1040,3,5,22,29
"1261",1041,1,2,19,NA
"1262",1042,16,32,37,45
"1263",49,NA,NA,NA,NA
"1264",1043,3,18,35,NA
"1265",1044,7,11,37,45
"1266",1045,5,22,40,NA
"1267",1046,2,14,17,29
"1268",31,32,36,47,NA
"1269",1047,0,1,3,17
"1270",18,25,35,47,NA
"1271",1048,16,41,NA,NA
"1272",1049,2,6,13,16
"1273",18,27,28,NA,NA
"1274",1050,6,19,30,NA
"1275",1051,2,3,16,29
"1276",1052,6,27,40,41
"1277",1053,27,28,NA,NA
"1278",1054,0,2,46,NA
"1279",1055,7,11,37,45
"1280",1056,15,27,NA,NA
"1281",1057,10,18,27,37
"1282",39,42,NA,NA,NA
"1283",1058,4,9,25,NA
"1284",1059,0,2,8,46
"1285",1060,5,22,28,NA
"1286",1061,0,2,33,46
"1287",1062,7,11,37,45
"1288",1063,27,32,NA,NA
"1289",1064,14,22,NA,NA
"1290",1065,15,NA,NA,NA
"1291",1066,10,40,NA,NA
"1292",1067,7,15,28,49
"1293",1068,36,46,47,NA
"1294",1069,33,42,NA,NA
"1295",1070,17,38,42,43
"1296",1071,4,9,34,NA
"1297",1072,27,28,NA,NA
"1298",1073,27,28,49,NA
"1299",1074,23,31,46,NA
"1300",1075,0,23,NA,NA
"1301",1076,21,27,45,NA
"1302",1077,3,18,35,NA
"1303",1078,20,33,42,NA
"1304",1079,8,11,23,47
"1305",1080,2,28,36,NA
"1306",1081,18,35,NA,NA
"1307",1082,11,16,24,32
"1308",34,38,45,NA,NA
"1309",1083,14,16,25,31
"1310",44,49,NA,NA,NA
"1311",1084,0,6,32,49
"1312",1085,12,31,36,48
"1313",1086,23,24,40,41
"1314",43,NA,NA,NA,NA
"1315",1087,33,42,NA,NA
"1316",1088,3,18,27,35
"1317",40,NA,NA,NA,NA
"1318",1089,23,24,NA,NA
"1319",1090,6,11,13,20
"1320",28,44,48,NA,NA
"1321",1091,17,21,30,43
"1322",1092,9,14,24,31
"1323",36,NA,NA,NA,NA
"1324",1093,2,7,19,47
"1325",1094,14,44,NA,NA
"1326",1095,12,31,36,48
"1327",1096,7,24,29,40
"1328",47,NA,NA,NA,NA
"1329",1097,8,12,42,48
"1330",1098,4,25,30,NA
"1331",1099,4,9,25,26
"1332",1100,11,39,NA,NA
"1333",1101,1,2,NA,NA
"1334",1102,1,16,NA,NA
"1335",1103,12,14,NA,NA
"1336",1104,19,NA,NA,NA
"1337",1105,12,31,36,48
"1338",1106,23,24,40,41
"1339",1107,1,7,23,39
"1340",40,45,47,NA,NA
"1341",1108,5,33,41,42
"1342",1109,0,2,46,NA
"1343",1110,3,33,42,NA
"1344",1111,16,32,45,NA
"1345",1112,5,12,NA,NA
"1346",1113,35,36,49,NA
"1347",1114,8,12,NA,NA
"1348",1115,17,29,47,NA
"1349",1116,0,15,40,NA
"1350",1117,1,9,25,26
"1351",28,33,41,NA,NA
"1352",1118,16,40,41,46
"1353",1119,5,20,22,40
"1354",48,NA,NA,NA,NA
"1355",1120,12,31,36,NA
"1356",1121,1,19,NA,NA
"1357",1122,16,32,45,NA
"1358",1123,16,32,NA,NA
"1359",1124,27,28,NA,NA
"1360",1125,0,11,27,33
"1361",49,NA,NA,NA,NA
"1362",1126,16,NA,NA,NA
"1363",1127,12,31,36,48
"1364",1128,5,22,43,NA
"1365",1129,11,17,29,39
"1366",1130,23,33,42,NA
"1367",1131,4,9,NA,NA
"1368",1132,7,15,49,NA
"1369",1133,7,11,37,45
"1370",1134,12,31,36,48
"1371",1135,1,16,19,28
"1372",1136,14,16,19,32
"1373",1137,27,28,NA,NA
"1374",1138,0,2,46,NA
"1375",1139,7,11,37,45
"1376",1140,2,5,22,34
"1377",1141,16,42,NA,NA
"1378",1142,0,2,46,NA
"1379",1143,3,16,25,27
"1380",32,42,45,NA,NA
"1381",1144,0,10,11,26
"1382",28,NA,NA,NA,NA
"1383",1145,20,40,49,NA
"1384",1146,19,30,NA,NA
"1385",1147,27,30,41,NA
"1386",1148,1,8,12,18
"1387",19,NA,NA,NA,NA
"1388",1149,33,42,NA,NA
"1389",1150,16,24,37,NA
"1390",1151,6,19,24,NA
"1391",1152,26,34,NA,NA
"1392",1153,24,29,36,NA
"1393",1154,10,47,NA,NA
"1394",1155,33,42,NA,NA
"1395",1156,7,15,49,NA
"1396",1157,6,16,32,45
"1397",1158,5,7,22,33
"1398",36,41,NA,NA,NA
"1399",1159,16,17,32,45
"1400",1160,24,38,40,NA
"1401",1161,11,27,28,47
"1402",1162,2,15,34,NA
"1403",1163,16,32,45,NA
"1404",1164,16,24,48,NA
"1405",1165,37,NA,NA,NA
"1406",1166,8,10,40,NA
"1407",1167,0,2,46,NA
"1408",1168,2,23,26,NA
"1409",1169,14,NA,NA,NA
"1410",1170,8,16,30,31
"1411",32,39,45,NA,NA
"1412",1171,23,24,25,39
"1413",40,41,43,NA,NA
"1414",1172,11,19,28,39
"1415",1173,17,29,47,NA
"1416",1174,7,15,49,NA
"1417",1175,5,7,11,22
"1418",43,NA,NA,NA,NA
"1419",1176,0,2,46,NA
"1420",1177,16,29,37,42
"1421",44,47,NA,NA,NA
"1422",1178,12,27,28,NA
"1423",1179,16,32,45,NA
"1424",1180,3,16,18,28
"1425",35,NA,NA,NA,NA
"1426",1181,17,20,37,NA
"1427",1182,4,39,46,NA
"1428",1183,28,NA,NA,NA
"1429",1184,14,44,NA,NA
"1430",1185,27,28,NA,NA
"1431",1186,6,13,29,NA
"1432",1187,6,24,36,39
"1433",1188,27,28,47,NA
"1434",1189,0,46,NA,NA
"1435",1190,4,22,33,35
"1436",1191,38,NA,NA,NA
"1437",1192,21,22,41,NA
"1438",1193,9,10,23,24
"1439",32,33,40,42,NA
"1440",1194,19,31,39,NA
"1441",1195,7,15,26,49
"1442",1196,12,16,31,36
"1443",48,NA,NA,NA,NA
"1444",1197,1,4,7,15
"1445",30,38,43,44,NA
"1446",1198,4,NA,NA,NA
"1447",1199,17,29,47,NA
"1448",1200,6,30,44,NA
"1449",1201,4,29,42,44
"1450",46,NA,NA,NA,NA
"1451",1202,7,15,NA,NA
"1452",1203,7,11,37,45
"1453",1204,4,NA,NA,NA
"1454",1205,3,6,11,27
"1455",1206,4,9,NA,NA
"1456",1207,5,21,32,33
"1457",34,42,NA,NA,NA
"1458",1208,16,32,45,NA
"1459",1209,33,42,NA,NA
"1460",1210,0,2,28,46
"1461",1211,7,11,37,45
"1462",1212,3,26,32,NA
"1463",1213,2,7,12,17
"1464",27,28,NA,NA,NA
"1465",1214,5,13,20,31
"1466",38,NA,NA,NA,NA
"1467",1215,5,22,40,44
"1468",1216,1,5,20,34
"1469",36,NA,NA,NA,NA
"1470",1217,3,18,35,NA
"1471",1218,9,14,38,44
"1472",1219,27,28,NA,NA
"1473",1220,7,11,28,37
"1474",45,NA,NA,NA,NA
"1475",1221,5,30,37,NA
"1476",1222,14,46,NA,NA
"1477",1223,33,42,NA,NA
"1478",1224,27,NA,NA,NA
"1479",1225,14,23,28,44
"1480",1226,5,11,22,44
"1481",1227,1,19,NA,NA
"1482",1228,27,28,48,NA
"1483",1229,7,9,31,37
"1484",47,NA,NA,NA,NA
"1485",1230,22,NA,NA,NA
"1486",1231,1,NA,NA,NA
"1487",1232,15,26,27,NA
"1488",1233,16,41,43,46
"1489",1234,5,8,17,47
"1490",1235,7,11,37,45
"1491",1236,4,13,14,19
"1492",31,43,NA,NA,NA
"1493",1237,19,30,31,39
"1494",1238,18,19,32,NA
"1495",1239,3,14,18,49
"1496",1240,29,31,33,39
"1497",41,NA,NA,NA,NA
"1498",1241,14,18,NA,NA
"1499",1242,1,3,19,NA
"1500",1243,7,9,11,36
"1501",37,45,NA,NA,NA
"1502",1244,3,5,43,NA
"1503",1245,14,31,46,NA
"1504",1246,3,33,39,42
"1505",44,NA,NA,NA,NA
"1506",1247,15,27,28,NA
"1507",1248,14,32,44,NA
"1508",1249,16,32,45,NA
"1509",1250,3,9,10,18
"1510",27,30,35,39,NA
"1511",1251,23,24,40,41
"1512",43,NA,NA,NA,NA
"1513",1252,20,22,28,NA
"1514",1253,36,44,NA,NA
"1515",1254,12,14,44,NA
"1516",1255,4,9,12,40
"1517",1256,24,27,28,43
"1518",46,49,NA,NA,NA
"1519",1257,16,32,45,NA
"1520",1258,8,14,15,44
"1521",1259,29,33,40,46
"1522",1260,4,9,48,NA
"1523",1261,12,13,NA,NA
"1524",1262,4,33,37,NA
"1525",1263,23,24,40,41
"1526",43,NA,NA,NA,NA
"1527",1264,4,9,18,NA
"1528",1265,17,28,NA,NA
"1529",1266,3,5,10,14
"1530",34,NA,NA,NA,NA
"1531",1267,8,9,48,NA
"1532",1268,9,13,22,23
"1533",27,45,NA,NA,NA
"1534",1269,33,42,44,NA
"1535",1270,12,31,36,NA
"1536",1271,42,NA,NA,NA
"1537",1272,4,29,32,34
"1538",45,NA,NA,NA,NA
"1539",1273,9,12,16,20
"1540",48,NA,NA,NA,NA
"1541",1274,2,8,14,23
"1542",26,28,29,35,NA
"1543",1275,3,18,35,NA
"1544",1276,14,25,44,NA
"1545",1277,12,36,37,41
"1546",1278,18,30,NA,NA
"1547",1279,6,17,29,39
"1548",47,NA,NA,NA,NA
"1549",1280,3,42,49,NA
"1550",1281,23,40,NA,NA
"1551",1282,10,22,48,NA
"1552",1283,1,14,25,NA
"1553",1284,20,26,NA,NA
"1554",1285,0,21,46,NA
"1555",1286,6,36,NA,NA
"1556",1287,2,13,24,NA
"1557",1288,21,33,45,46
"1558",1289,5,6,22,NA
"1559",1290,23,24,40,41
"1560",1291,2,8,10,14
"1561",1292,27,NA,NA,NA
"1562",1293,1,6,9,17
"1563",35,40,42,47,NA
"1564",1294,0,46,48,NA
"1565",1295,1,5,32,35
"1566",36,43,NA,NA,NA
"1567",1296,23,33,42,NA
"1568",1297,20,27,28,NA
"1569",1298,1,28,46,NA
"1570",1299,33,42,NA,NA
"1571",1300,14,NA,NA,NA
"1572",1301,14,28,NA,NA
"1573",1302,10,38,42,47
"1574",1303,0,2,46,NA
"1575",1304,22,25,43,49
"1576",1305,16,32,45,NA
"1577",1306,5,22,27,37
"1578",1307,12,31,36,48
"1579",1308,5,22,NA,NA
"1580",1309,7,10,12,15
"1581",23,35,49,NA,NA
"1582",1310,33,42,NA,NA
"1583",1311,2,10,25,41
"1584",1312,4,9,22,43
"1585",46,NA,NA,NA,NA
"1586",1313,3,18,35,NA
"1587",1314,26,35,NA,NA
"1588",1315,4,9,10,32
"1589",1316,4,9,15,NA
"1590",1317,10,27,28,NA
"1591",1318,14,16,24,NA
"1592",1319,6,12,20,21
"1593",24,32,33,35,NA
"1594",1320,9,26,NA,NA
"1595",1321,4,9,14,NA
"1596",1322,15,16,25,32
"1597",42,49,NA,NA,NA
"1598",1323,3,18,25,31
"1599",35,NA,NA,NA,NA
"1600",1324,3,18,31,35
"1601",1325,0,12,13,26
"1602",36,47,NA,NA,NA
"1603",1326,18,NA,NA,NA
"1604",1327,4,9,14,20
"1605",1328,4,9,NA,NA
"1606",1329,3,24,29,49
"1607",1330,3,18,35,NA
"1608",1331,27,28,NA,NA
"1609",1332,6,8,NA,NA
"1610",1333,33,42,NA,NA
"1611",1334,10,18,41,48
"1612",1335,23,24,40,41
"1613",43,NA,NA,NA,NA
"1614",1336,15,NA,NA,NA
"1615",1337,39,NA,NA,NA
"1616",1338,11,24,33,42
"1617",45,49,NA,NA,NA
"1618",1339,35,44,NA,NA
"1619",1340,2,15,26,33
"1620",1341,5,14,25,34
"1621",1342,8,17,49,NA
"1622",1343,12,14,24,44
"1623",1344,2,7,27,47
"1624",1345,7,15,20,NA
"1625",1346,16,32,45,NA
"1626",1347,31,46,NA,NA
"1627",1348,4,14,49,NA
"1628",1349,20,42,NA,NA
"1629",1350,21,33,41,46
"1630",1351,3,49,NA,NA
"1631",1352,17,29,47,NA
"1632",1353,2,NA,NA,NA
"1633",1354,1,2,4,19
"1634",37,39,NA,NA,NA
"1635",1355,7,15,21,49
"1636",1356,3,14,22,42
"1637",45,NA,NA,NA,NA
"1638",1357,6,15,24,31
"1639",45,48,NA,NA,NA
"1640",1358,26,40,44,NA
"1641",1359,2,4,16,43
"1642",1360,4,9,NA,NA
"1643",1361,27,28,45,NA
"1644",1362,7,11,37,45
"1645",1363,23,24,40,41
"1646",43,NA,NA,NA,NA
"1647",1364,2,22,NA,NA
"1648",1365,6,17,33,40
"1649",42,NA,NA,NA,NA
"1650",1366,0,33,49,NA
"1651",1367,4,9,18,19
"1652",34,NA,NA,NA,NA
"1653",1368,12,31,36,48
"1654",1369,7,11,14,37
"1655",1370,5,22,30,34
"1656",1371,1,19,NA,NA
"1657",1372,7,15,49,NA
"1658",1373,10,17,23,44
"1659",47,NA,NA,NA,NA
"1660",1374,5,22,NA,NA
"1661",1375,16,25,28,32
"1662",38,NA,NA,NA,NA
"1663",1376,3,12,18,34
"1664",35,NA,NA,NA,NA
"1665",1377,33,37,NA,NA
"1666",1378,0,6,10,18
"1667",39,46,48,NA,NA
"1668",1379,17,29,47,NA
"1669",1380,0,2,21,46
"1670",1381,4,9,17,20
"1671",1382,1,19,30,42
"1672",1383,8,16,32,45
"1673",1384,24,27,30,45
"1674",1385,25,47,NA,NA
"1675",1386,18,43,NA,NA
"1676",1387,27,28,38,NA
"1677",1388,0,14,17,49
"1678",1389,3,10,12,17
"1679",26,47,48,NA,NA
"1680",1390,31,40,NA,NA
"1681",1391,14,44,48,NA
"1682",1392,3,18,35,NA
"1683",1393,14,17,23,28
"1684",35,43,44,NA,NA
"1685",1394,0,2,12,26
"1686",46,NA,NA,NA,NA
"1687",1395,1,6,26,35
"1688",38,42,NA,NA,NA
"1689",1396,1,4,8,38
"1690",39,42,43,NA,NA
"1691",1397,32,34,39,NA
"1692",1398,27,28,29,38
"1693",1399,36,44,NA,NA
"1694",1400,5,10,NA,NA
"1695",1401,4,33,42,NA
"1696",1402,1,17,19,26
"1697",1403,0,20,36,45
"1698",1404,6,20,29,38
"1699",1405,27,28,NA,NA
"1700",1406,12,14,44,NA
"1701",1407,21,30,33,NA
"1702",1408,34,NA,NA,NA
"1703",1409,4,27,32,35
"1704",1410,0,27,28,37
"1705",44,46,NA,NA,NA
"1706",1411,12,31,36,48
"1707",1412,0,2,46,NA
"1708",1413,12,33,42,NA
"1709",1414,22,27,28,NA
"1710",1415,27,28,33,41
"1711",1416,2,3,23,36
"1712",37,46,NA,NA,NA
"1713",1417,3,18,35,NA
"1714",1418,18,33,49,NA
"1715",1419,33,42,44,48
"1716",1420,14,30,31,33
"1717",34,35,41,42,NA
"1718",1421,6,12,16,21
"1719",29,34,46,NA,NA
"1720",1422,17,20,25,32
"1721",33,34,46,47,NA
"1722",1423,5,14,31,44
"1723",1424,16,32,45,NA
"1724",1425,4,7,9,24
"1725",1426,1,12,19,NA
"1726",1427,3,18,23,29
"1727",35,45,NA,NA,NA
"1728",1428,11,NA,NA,NA
"1729",1429,3,6,23,32
"1730",43,NA,NA,NA,NA
"1731",1430,13,21,23,27
"1732",28,45,NA,NA,NA
"1733",1431,15,27,28,40
"1734",1432,1,3,13,18
"1735",35,NA,NA,NA,NA
"1736",1433,7,11,37,45
"1737",1434,39,49,NA,NA
"1738",1435,14,36,44,NA
"1739",1436,1,19,22,24
"1740",1437,6,42,44,NA
"1741",1438,16,32,45,NA
"1742",1439,5,29,44,49
"1743",1440,15,34,NA,NA
"1744",1441,0,9,20,23
"1745",27,28,47,NA,NA
"1746",1442,7,12,46,48
"1747",1443,7,15,49,NA
"1748",1444,20,29,33,42
"1749",46,NA,NA,NA,NA
"1750",1445,4,9,NA,NA
"1751",1446,0,5,22,27
"1752",30,NA,NA,NA,NA
"1753",1447,17,29,47,NA
"1754",1448,23,24,40,41
"1755",43,NA,NA,NA,NA
"1756",1449,12,14,15,23
"1757",44,NA,NA,NA,NA
"1758",1450,6,31,NA,NA
"1759",1451,8,21,42,NA
"1760",1452,18,43,NA,NA
"1761",1453,8,42,NA,NA
"1762",1454,10,29,42,NA
"1763",1455,2,4,9,21
"1764",22,31,35,45,NA
"1765",1456,5,22,NA,NA
"1766",1457,4,5,31,35
"1767",1458,4,17,28,47
"1768",1459,3,14,18,35
"1769",1460,0,4,6,14
"1770",1461,10,23,32,38
"1771",41,NA,NA,NA,NA
"1772",1462,1,19,21,26
"1773",1463,21,45,NA,NA
"1774",1464,0,30,36,42
"1775",1465,8,14,18,39
"1776",1466,5,17,22,39
"1777",1467,2,7,11,37
"1778",1468,3,14,43,44
"1779",1469,3,18,35,NA
"1780",1470,7,11,22,37
"1781",1471,3,5,22,NA
"1782",1472,10,27,NA,NA
"1783",1473,3,18,35,NA
"1784",1474,5,22,NA,NA
"1785",1475,5,22,NA,NA
"1786",1476,5,13,14,16
"1787",36,47,NA,NA,NA
"1788",1477,27,28,NA,NA
"1789",1478,7,15,NA,NA
"1790",1479,4,6,12,37
"1791",1480,4,9,18,40
"1792",1481,27,44,NA,NA
"1793",1482,14,41,46,NA
"1794",1483,1,24,27,28
"1795",37,NA,NA,NA,NA
"1796",1484,7,11,37,45
"1797",1485,4,40,43,NA
"1798",1486,10,28,45,NA
"1799",1487,7,15,19,49
"1800",1488,20,46,NA,NA
"1801",1489,14,25,32,NA
"1802",1490,13,17,47,NA
"1803",1491,16,32,45,NA
"1804",1492,7,8,11,18
"1805",26,37,45,NA,NA
"1806",1493,9,12,21,NA
"1807",1494,11,15,16,NA
"1808",1495,9,14,44,NA
"1809",1496,3,7,15,49
"1810",1497,3,8,16,32
"1811",1498,4,21,40,45
"1812",1499,6,18,30,NA
"1813",1500,18,20,29,43
"1814",1501,23,36,NA,NA
"1815",1502,16,32,45,NA
"1816",1503,14,NA,NA,NA
"1817",1504,8,37,47,NA
"1818",1505,3,14,24,27
"1819",44,46,47,NA,NA
"1820",1506,9,10,35,38
"1821",1507,5,17,22,36
"1822",40,NA,NA,NA,NA
"1823",1508,4,6,16,29
"1824",1509,1,2,4,7
"1825",9,34,39,44,NA
"1826",1510,7,15,49,NA
"1827",1511,7,11,37,45
"1828",1512,1,11,16,19
"1829",1513,14,44,NA,NA
"1830",1514,0,2,46,NA
"1831",1515,4,9,23,25
"1832",38,NA,NA,NA,NA
"1833",1516,3,18,35,NA
"1834",1517,14,24,44,NA
"1835",1518,33,42,NA,NA
"1836",1519,3,22,38,NA
"1837",1520,8,16,19,31
"1838",35,NA,NA,NA,NA
"1839",1521,0,2,46,NA
"1840",1522,7,11,37,NA
"1841",1523,12,18,22,28
"1842",1524,13,30,NA,NA
"1843",1525,0,2,46,NA
"1844",1526,7,11,37,45
"1845",1527,7,11,37,45
"1846",1528,12,31,36,48
"1847",1529,23,24,40,41
"1848",43,NA,NA,NA,NA
"1849",1530,18,45,NA,NA
"1850",1531,23,31,37,38
"1851",1532,32,42,46,NA
"1852",1533,1,3,8,9
"1853",29,40,NA,NA,NA
"1854",1534,14,29,NA,NA
"1855",1535,20,32,36,40
"1856",48,NA,NA,NA,NA
"1857",1536,10,30,38,47
"1858",1537,3,18,35,NA
"1859",1538,17,22,32,33
"1860",42,NA,NA,NA,NA
"1861",1539,12,31,36,48
